full_text;manual_label;text_label
IMO Pendidikan/Sumber Daya Manusia: Setuju, sumber daya manusia solusi strategis buat pendidikan banget. #loker #AdadiKompas #Indonesia #Opinion #Education;1;senang
Panduan Lengkap Cek Penerima Bantuan PIP 2025 Melalui HP Hanya dengan NISN dan NIK https://t.co/WzqJ057dbE;3;terkejut
Ada masukan buat Sarana Dan Prasarana di Pendidikan? Anjir! sarana dan prasarana di pendidikan wow parah! #AdadiKompas #Discussion #Opinion #Pendidikan;3;terkejut
Update Pendidikan: Digitalisasi Dan Teknologi √¢¬Ä¬î Aduh! digitalisasi dan teknologi di pendidikan rawan saya banget.;5;takut
knp ga fokus penambahan anggaran pendidikan aja sih?;5;takut
Ada yang ikut Pendidikan Pengawas Partisipatif di Banten? Absen dong sambil lihat video ini. #P2P https://t.co/nKgqLFAj4S;3;terkejut
Benang üßµ Sarana Dan Prasarana di Pendidikan: Setuju sarana dan prasarana solusi strategis buat pendidikan sih. #UangKita #MPLSRamah #Update #Opinion #Education;2;percaya
Ada masukan buat Digitalisasi Dan Teknologi di Pendidikan? Speechless! digitalisasi dan teknologi buat pendidikan kenapa parah! (terkait kompetensi guru) #pendidikan #Discussion #Opinion #Education;3;terkejut
@Antihanta Masalahnya dia tuh udah dikritisi berkali-kali tapi ga bebal terus aja pake AI. Sampe maksain kurikulum tersebut ada di sekolah sekolah. Anjir emang nih orang mau bikin bodoh rakyat biar gak ada yang bisa kritisin dia.;7;marah
*AIGIS Goes to Campus 2025 di Universitas Trisakti Dorong Inovasi Hijau dan Komunikasi Berkelanjutan* Jakarta 15 Juli 2025 Universitas Trisakti menjadi tuan rumah kegiatan AIGIS Goes to Campus 2025 yang digelar di Auditorium Gedung D Lantai 8 Kampus A https://t.co/DhID6Pho4K;1;senang
Hai #SahabatBahari Dharma Wanita Persatuan (DWP) Badan Mutu KKP Mataram mengikuti acara Penyerahan Bantuan Dana Pendidikan Pelatihan Table Manner dan Mix and Match. #BPPMHKP #PanganBiru #2025KKPRiseTogether #EkonomiBiruUntukIndonesiaEmas #SaktiWahyuTrenggono #KKPGOID https://t.co/jLRajUBGr2;4;netral
Halo #SobATRBPN dalam rangka mewujudkan komitmen Presiden RI Prabowo Subianto untuk pemerataan akses pendidikan melalui Sekolah Rakyat. Kementerian ATR/BPN turut mendukung penuh program tersebut melalui beberapa upaya salah satunya melakukan pemetaan potensi tanah untuk Sekola https://t.co/3lS5nSuZkJ;1;senang
Thread ?? Pendidikan ¬ó Digitalisasi Dan Teknologi: prabowo yakin transformasi lihat digitalisasi dan teknologi di pendidikan makin ngeliat ??.;6;sedih
Rapat Bareng Wamendiktisaintek Stella Menpora Dito Bahas Pegembangan Pendidikan Vokasi Animasi https://t.co/iNq6B5XNKu;4;netral
Thread 🧵 Pendidikan — Sumber Daya Manusia: @dandankokoro17 banyak juga, sumber daya manusia di pendidikan sedih banget #PIP #carikerja #Indonesia #Update #Siswa;5;takut
@yglamadisaspen @anjdlyyyn_57 @tanyarlfes Selain biayain sekolah-sekolah kemenag ini juga ngasih tunjangan profesi buat guru-guru agama semua agama semua jenjang sekolah. Jadi kek guru agama di SD gitu yang ngegaji kan pemda (asn)/ sekolah (honorer) tapi ;3;terkejut
Info Pendidikan: Sumber Daya Manusia — Aduh! sumber daya manusia di pendidikan rawan risiko nih. #cariloker #lowongankerja #Opinion #Discussion #Education;4;netral
https://t.co/eEB39ldidO Mengusik Nurani Ibu Pertiwi: Ketika Harta Haram dan Anggaran Negara Berselingkuh;5;takut
Setuju nggak kalau Sarana Dan Prasarana bikin Pendidikan makin efisien? Speechless! sarana dan prasarana buat pendidikan keren parah! (terkait akses pendidikan) #UangKita #Opinion #Indonesia #Guru;2;percaya
Info Pendidikan: Sumber Daya Manusia — OMG! sumber daya manusia di pendidikan wahana parah! (terkait kualitas pembelajaran) #SahabatBispar #loker #Indonesia #Update #Siswa;2;percaya
Utas 🧵 Pendidikan/Tata Kelola Dan Koordinasi: anggaran pendidikan kena tata kelola dan koordinasi bakalan bikin pendidikan kan sih #PrabowoSubianto #EfisiensiUntukBangsa #Indonesia #Update #Education;1;senang
Di sini lagi seru. Semua anggaran dipotong! Katanya untuk efisiensi. Atau lebih tepatnya ifisiyinsi. Termasuk anggaran buat seni kesehatan pendidikan dan kebudayaan. Asli! Dipotong habis-habisan!;5;takut
Menurut saya, Tata Kelola Dan Koordinasi di Pendidikan itu @ary_praske2 @pakkarti @newiding30 lihat tata kelola dan koordinasi di pendidikan makin nih 😭. #PrabowoSubianto #LangkahTepatEkonomiKuat #Discussion #Opinion #Pendidikan;5;takut
Ya itu sesuai keinginan Ada yang mempunyai program pendidikan gratis malah pilih urusan makan gratis. Akhirnya dana pendidikan dipangkas. Rakyat Indonesia dilarang pintar agar tetap bisa disuap &amp;5;takut
Kabar Pendidikan: Pemerataan Dan Inklusivitas ¬ó open cv convert! pemerataan dan inklusivitas di pendidikan rawan untuk nih.;5;takut
Update Pendidikan: Sarana Dan Prasarana ‚Äî Yakin sih üíØ #AdadiKompas #KementerianHukum #Update #Indonesia #Pendidikan;2;percaya
Info Pendidikan: Digitalisasi Dan Teknologi ¬ó Sedih bgt ?? lihat digitalisasi dan teknologi di pendidikan makin banget banget.;6;sedih
Update Pendidikan: Sumber Daya Manusia — Sedih 😢 #PIP #IndonesiaMaju #Opinion #Discussion #Guru;5;takut
@prabowoisme Kabar baik Menkeu pemerintah terus berupaya meningkatkan anggaran pendidikan untuk memastikan semua anak Indonesia mendapatkan akses pendidikan yang layak. UKT KIP Honorer Aman;3;terkejut
Kementerian Pendidikan Tinggi Sains dan Teknologi (Kemdiktisaintek) menawarkan beasiswa Program Doktor untuk Dosen Indonesia (PDDI).Mendik https://t.co/cAYKFlPr6r #PolitikdanPemerintahan;4;netral
@yat_ever @Abe_Mukti Halo! Google Akademi Educreator dan Gemini Academy adalah program untuk mendukung guru dalam digitalisasi pembelajaran. Gemini Academy melatih guru menggunakan AI Google Gemini untuk membuat metode mengajar lebih kreatif dengan pelati;4;netral
Dukung pendidikan berkualitas dengan fasilitas yang lebih baik lewat anggaran MBG #KolaborasiTingkatkanPendidikan;1;senang
Utas ?? Pendidikan/Pemerataan Dan Inklusivitas: btw im totally pemerataan dan inklusivitas solusi strategis buat pendidikan sih. #DIGESER_UNTUK_RAKYAT #BRInvestasiHijau #Opinion #Indonesia #Education;2;percaya
Info Pendidikan: Tata Kelola Dan Koordinasi — Gw yakin, tata kelola dan koordinasi solusi strategis buat pendidikan banget. #pendidikan #EfisiensiAnggaran #Discussion #Indonesia #Education;1;senang
Update Pendidikan: Digitalisasi Dan Teknologi √¢¬Ä¬î Speechless! digitalisasi dan teknologi buat pendidikan dulu parah! #pendidikan #Indonesia #Discussion #Siswa;3;terkejut
@ARSIPAJA tambahin mah buat anggaran pendidikan dan kesehatan bang dpr ah elah;7;marah
#SobatHebat Ada kabar gembira nih! Lagi dan lagi sejumlah Dosen dan Mahasiswa UTY telah dinyatakan lolos sebagai penerima hibah penelitian dan PkM tahun 2025 dari Kementerian Pendidikan Tinggi Sains dan Teknologi RI nih .. Slide ke ke kiri untuk informasi selengkapnya #Hibah https://t.co/TQf910yAeD;1;senang
@NenkMonica @prabowo @gibran_tweet puluhan trilyun hnya dpt nasi daun kelor ulat goreng..mending perbaiki sekolah2 yg rusak di daerah tertinggal .dan makan gratis hapuskan...klo mau dilanjut serahlan dana ke sekolah2 biar masak sendiri meski yg ngarep bis;7;marah
Kabar Pendidikan: Sarana Dan Prasarana ‚Äî Speechless! sarana dan prasarana buat pendidikan amazing banget! #SekolahRakyat #Indonesia #Update #Siswa;2;percaya
IMO Pendidikan/Sarana Dan Prasarana: Speechless! sarana dan prasarana buat pendidikan ini parah! #SekolahRakyat #IndonesiaGelap #Indonesia #Opinion #Pendidikan;3;terkejut
Setuju nggak kalau Tata Kelola Dan Koordinasi bikin Pendidikan makin efisien? Alhamdulillah tata kelola dan koordinasi di pendidikan makin hepi banget! (terkait kualitas pembelajaran) #EfisiensiAnggaran #IndonesiaGelap #Update #Indonesia #Pendidikan;7;marah
@tanyakanrl sekolah yg udah ada itu diperbaiki fasilitas dan sistemnya jangan malah bikin sekolah baru. masih banyak sekolah yg fasilitasnya aja blm memadai secara merata pemerintah malah sok-sokan bikin sekolah baru. ga lihat kah sekolah negeri yg kekura;6;sedih
mendiskriminasi baik dalam pendidikan pekerjaan hingga kebijakan sosial. Kuasa epistemik juga dipertaruhkan mereka yang menentukan metode pengukuran IQ pada dasarnya mengklaim kendali atas definisi manusia itu sendiri.;6;sedih
Utas √∞¬ü¬ß¬µ Pendidikan/Digitalisasi Dan Teknologi: Aduh! digitalisasi dan teknologi di pendidikan rawan risiko banget.;5;takut
Pendapatku soal Sumber Daya Manusia di Pendidikan: WKWKWK 🤣 sumber daya manusia di pendidikan bikin kesel parah! #SahabatBispar #lowongankerja #Discussion #Opinion #Siswa;6;sedih
Hoegeng Awards 2025 bener-bener jadi panggung untuk tunjukin ke publik masih banyak polisi teladan yang rela bantu pendidikan gratis. Salut Kapolri! #teladandalampelayanan #HoegengAward2025 #Kapolri #PolriuntukMasyarakat;1;senang
jalan prov kaltim are the worst i ever knew. pmrnth sana harusnya buat kebijakan tegas dan at least buat jalur khusus truck2 hauling biar ga bikin jalur umum ancur. masa iya tiap kali lewat selalu ada proyek pengaspalan g selese2 adaaa aja caranya buat bikin2 anggaran proyek lol;7;marah
Kabar Pendidikan: Sarana Dan Prasarana ‚Äî Waduh! sarana dan prasarana di pendidikan rawan khawatir banget. #Pendidikan #Indonesia #Update #Education;4;netral
Info Pendidikan: Digitalisasi Dan Teknologi √¢¬Ä¬î Speechless! digitalisasi dan teknologi buat pendidikan kenapa banget! #InovasiNyataPemerintah #Indonesia #Update #Education;3;terkejut
Info Pendidikan: Tata Kelola Dan Koordinasi — Waduh! tata kelola dan koordinasi di pendidikan rawan dan nih. #Nusantara #AdadiKompas #Indonesia #Discussion #Pendidikan;4;netral
Setuju nggak kalau Pemerataan Dan Inklusivitas bikin Pendidikan makin efisien? Setuju pemerataan dan inklusivitas bakalan bikin pendidikan yakin sih #DIGESER_UNTUK_RAKYAT #KomitmenBRI #Update #Opinion #Education;1;senang
Mendikdasmen Pastikan Program Prioritas Pendidikan Tetap Berjalan di Tengah Efisiensi Anggaran 2025 https://t.co/GblpxJjXHK;7;marah
Keren nih kemajuan di Papua semakin berkembang! Dengan gedung sekolah baru pusat layanan kesehatan dan jalan baru hari depan Bumi Cendrawasih semakin menjanjikan. Dukung terus upaya pemerintah! Karena PAPUA Adalah INDONESIA https://t.co/1cBoeohN6j;1;senang
Info Pendidikan: Sumber Daya Manusia — Miris lihat sumber daya manusia di pendidikan makin prihatin 😭. (terkait akses pendidikan) #cariloker #AdadiKompas #Discussion #Update #Pendidikan;5;takut
Berdasarkan survei Komisi Pemberantasan Korupsi (KPK) masih banyak penyalahgunaan dana Bantuan Operasional Sekolah (BOS). Apa kata Mendikdasmen terkait hal ini? Simak informasinya dalam video ini! https://t.co/JTctXC52ha;6;sedih
Literasi kan termasuk dalam anggaran pendidikan. Bukan prioritas pendukung doang. Selain kena efisiensi dari dulu emang cenderung nggak diutamakan banget bidang literasi di negeri sendiri oleh pemerintah. Indonesia akankah emas?;6;sedih
pls pls lebih bermanfaat kuliah gratis biar ortu itu bisa alokasi dana pendidikan ke yg lain. bisa biaya hidup anak pas kuliah nabung beli aset modal usaha;5;takut
@mediaindonesia Kebijakan gila. Dempul @DediMulyadi71 ini terlalu ikut campur bidang yg bkn keahliannya. Pendidikan itu ada Kementeriannya. 50 siswa/ kelas jelas ngaco. Siswa tdk akan memahami pelajaran dan Guru kesulitan mengajarnya. Demul limpahkan masa;6;sedih
@warthogfang @PNS_Ababil @warthogfang @PNS_Ababil Haha makasih bro seneng kamu suka jawabanku tadi! Kalo jadi ASN di Republik Indonesia kayaknya aku bakal pilih Kementerian Pendidikan Kebudayaan Riset dan Teknologi (Kemendikbudristek). Kenapa? Soalnya aku;1;senang
Menurut saya Digitalisasi Dan Teknologi di Pendidikan itu Speechless! digitalisasi dan teknologi buat pendidikan kecurigaan banget! #jasacoding #Opinion #Indonesia #Guru;3;terkejut
Thread üßµ Pendidikan ‚Äî Sarana Dan Prasarana: Speechless! sarana dan prasarana buat pendidikan ini parah! #MPLSRamah #IndonesiaGelap #Opinion #Update #Siswa;2;percaya
@bangherwin Karena punya boneka baru siap perang tanpa keluar anggaran besar beli senjata biar disuruh perang sendiri lawan negaranya;7;marah
@txtdrimedia Miris tau kalo ngeliat guru guru di gaji cuman 300 ribu sampe 500 ribu doang itu pun kalo gajinya lancar.. Kalo kagak? Gimana coba mereka bisa memenuhi kebutuhan hidup mereka!;6;sedih
Ada masukan buat Sarana Dan Prasarana di Pendidikan? Speechless! sarana dan prasarana buat pendidikan wow parah! #SekolahRakyat #Update #Opinion #Siswa;2;percaya
Setuju nggak kalau Sarana Dan Prasarana bikin Pendidikan makin efisien? Waduh! sarana dan prasarana di pendidikan rawan khawatir banget. #MPLSRamah #Discussion #Update #Guru;5;takut
Di sini AI masuknya mulai dari ranah akademisi sebenernya ga salah karena (idealnya) para akademika lah yang akan bisa mengukur adaptasi AI seperti apa yang dibutuhkan di Indonesia dan semuanya dimulai dari menyiapkan para calon lulusan sekolah teknologi. Tapi itu idealnya.;1;senang
@nalar_logis @sociotalker Mengekplorasi tanpa petunjuk. Atau diberi petunjuk tanpa eksplorasi. Itulah pendidikan Indonesia. Tidak ada satupun yang benar. Satu yang dilupakan mendidik kualitas berpikir (SDM). Karakter terbentuk IQ akan mengikuti.;7;marah
Info Pendidikan: Digitalisasi Dan Teknologi √¢¬Ä¬î Setuju digitalisasi dan teknologi solusi strategis buat pendidikan banget. #pendidikan #Discussion #Indonesia #Siswa;2;percaya
Ada masukan buat Sumber Daya Manusia di Pendidikan? LOL 🤡! sumber daya manusia di pendidikan viral anjir! (terkait fasilitas belajar) #loker #cariloker #Indonesia #Opinion #Education;6;sedih
Jadi kalo setuju dengan anggapan bahwa tujuan pendidikan adalah untuk kepentingan industri ya selamat kamu ada di pihak penindas. :);6;sedih
Update Pendidikan: Sumber Daya Manusia — Setuju, sumber daya manusia solusi strategis buat pendidikan banget. #carikerja #Humaniora #Discussion #Indonesia #Education;1;senang
@tanyarlfes Sebenernya permasalahan guru honorer ini bisa diatasi dengan penyaluran guru ASN secara TEPAT dan UP TO DATE. Jadi sekolah ngga perlu maksain cari dana sisa BOS buat bayar guru honorer ketika ada kekurangan guru (karena pensiun/mutasi). ;5;takut
@infoXwor_ Kebayang gak lu kmren abis dorong AI di level anak sekolah skrg abai perkara hak cipta. Ini mah bukan kureng emang dasar kosong;7;marah
padahal kalo dialihkan buat anggaran pendidikan bisa lebih baik anj;7;marah
Mari dukung kebijakan efisiensi anggaran demi kesejahteraan dan pendidikan masyarakat https://t.co/VE7bqiLJK2 https://t.co/2B28aLxvtq;6;sedih
Menurut saya, Tata Kelola Dan Koordinasi di Pendidikan itu Setuju, tata kelola dan koordinasi solusi strategis buat pendidikan sih. #IndonesiaGelap #EfisiensiUntukBangsa #Discussion #Indonesia #Pendidikan;1;senang
Bagaimana menurut kalian soal Pemerataan Dan Inklusivitas di Pendidikan? jadi jangan heran pemerataan dan inklusivitas di pendidikan saya banget #KonsistensiBRI #SobATRBPN #Opinion #Indonesia #Education;6;sedih
emg gaboleh girl efisiensi anggaran pendidikan skrg waktunya renovasi sekolah yg kena banjir @prabowo;6;sedih
Sepertinya benar.. dan yang bagus juga anggaran PENDIDIKAN juga naik jadi +300 Triliun.. Dari sekitar +285 Triliun jadi 309 5 triliun.. Walau besar gini.. pagu anggaran keseluruhan juga turun.. berarti memang ada efisiensi kan? Alhamdulillaah..;1;senang
@ARSIPAJA Anggaran Pendidikan √Ø¬∏¬è Anggaran Kesehatan √Ø¬∏¬è Anggaran Pangan √Ø¬∏¬è Anggaran Kesejahteraan √Ø¬∏¬è Anggaran Lingkungan Hidup √Ø¬∏¬è Anggaran Pembangunan √Ø¬∏¬è Anggaran Polisi yang ga tau buat apaan;7;marah
Info Pendidikan: Tata Kelola Dan Koordinasi — @ds_yantie dana bos lihat tata kelola dan koordinasi di pendidikan makin tutup 😭. (terkait kompetensi guru) #EfisiensiUntukBangsa #IndonesiaGelap2025 #Update #Discussion #Siswa;5;takut
Update Pendidikan: Sumber Daya Manusia — Aduh! sumber daya manusia di pendidikan rawan ternyata nih. #carikerja #cariloker #Update #Discussion #Siswa;4;netral
@FDonghun @Rifkyprass @gtobing2903 @Gerindra @bang_dasco @ahriesonta Emang gibran maju pilpres mengakali peraturan itu beretika? Bacotnya efisiensi tapi buru-buru bahas RUU dan rapat di hotel mewah itu beretika? Masih banyak guru yang belum sejahtera fasi;6;sedih
Raco jadi salah satu dari 30 guru dan 16 manajemen sekolah yang ikuti pelatihan Program Transformasi Sekolah di Manggarai Barat. https://t.co/sRbTWNeRZH https://t.co/lELZYaCwOk;3;terkejut
Bapak capek2 jual sawah anaknya lulus pendidikan disuruh ngawal kucing. Kita capek2 kerja buat ngegaji polisi tugas polisinya disuruh ngawal kucing. Komedi;5;takut
Kabar Pendidikan: Sumber Daya Manusia — LOL 🤡! sumber daya manusia di pendidikan muak anjir! #loker #IndonesiaMaju #Opinion #Update #Siswa;6;sedih
Info Pendidikan: Sumber Daya Manusia — HAHA 😂! sumber daya manusia di pendidikan viral anjir! #carikerja #Humaniora #Indonesia #Update #Siswa;6;sedih
Keren nih pembangunan di Papua semakin baik! Dengan gedung sekolah baru pusat layanan kesehatan dan jalan baru prospek Papua semakin gemilang. Dukung terus inisiatif pemda! Karena PAPUA Adalah INDONESIA;1;senang
@mardigu024 Bikin UU pake AI gak capek seperti kata fufufafa bisa pake AI buat siswa di sekolah.;6;sedih
@tanyakanrl Kartu Indonesia Pintar (disingkat juga KIP) merupakan bentuk pelaksanaan Program Indonesia Pintar (disingkat PIP) yang menjadi program unggulan Presiden Joko Widodo. https://t.co/BiOH589HJB;1;senang
Update Pendidikan: Sumber Daya Manusia — @tanyakanrl gak pa2! sumber daya manusia di pendidikan wahana parah! (terkait kompetensi guru) #IndonesiaEmas #lowongankerja #Update #Indonesia #Education;2;percaya
Indonesia hari ini bangun masa depan lewat pendidikan pertahanan di Kampus Unhan teknologi MV3 Pandu dan pengelolaan sampah nasional yang long-lasting #InovasiNyataPemerintah https://t.co/aVCiZ1EMW1;1;senang
@BBCIndonesia Yang dibutuhkan sekali itu pendidikan gratis bukan makan bergizi gratis sebagai alasan untuk efisiensi anggaran (kecuali coklat dan Ijo).;4;netral
Update Pendidikan: Sumber Daya Manusia — @ardisatriawan nanya pak?! sumber daya manusia di pendidikan rawan tau banget. #IndonesiaEmas #carikerja #Update #Opinion #Education;4;netral
Di antaranya adalah penolakan pemotongan anggaran pendidikan hingga terhadap rencana revisi sejumlah aturan Undang-Undang seperti UU Kejaksaan Polri dan TNI. https://t.co/twxrUOBIG0;2;percaya
Ada masukan buat Digitalisasi Dan Teknologi di Pendidikan? Gw yakin digitalisasi dan teknologi bakalan bikin pendidikan mengalahkan banget #InovasiNyataPemerintah #Update #Opinion #Pendidikan;2;percaya
Update Pendidikan: Pemerataan Dan Inklusivitas ¬ó Gw yakin pemerataan dan inklusivitas solusi strategis buat pendidikan sih. #qrisbri #ESGBRI #Indonesia #Update #Siswa;2;percaya
Perhimpunan Pendidikan dan Guru (P2G) meminta pemerintah agar pelaksanaan program makan siang gratis nantinya tidak menggunakan anggaran pendidikan te... https://t.co/BOj0qfVxME;3;terkejut
Sekolah hanya 2 jam tapi siswanya jauh lebih pintar #faktaunik #ai #faktamenarik #pendidikan #edukasi https://t.co/2EDgzRzls4;3;terkejut
wah kabar menyenangkan! Beasiswa ga kena dampak efisiensi anggaran adalah bukti nyata kalau pendidikan tetap prioritas. Semoga yg lain tetep semangat cari peluang https://t.co/iARBpTvbJP;1;senang
Keberlanjutan hutan butuh reformasi pendidikan &amp;3;terkejut
Update Pendidikan: Sarana Dan Prasarana ‚Äî Miris lihat sarana dan prasarana di pendidikan makin prihatin banget. (terkait kompetensi guru) #IndonesiaGelap #Indonesia #Discussion #Guru;6;sedih
pemerintahan anjinggg kasian enak gua gatau lagi harus bereaksi gimana nangis banget satuÃÂ² nya gaji yg bisa diandelin buat bayar kuliah gua ngebiyayain org rumah 5 org buat bertahan hidup. malah dihapus tunjangan sbg guru gaji cuma dari tunjangan transportasi sebulan 500 ribu;6;sedih
Ada masukan buat Sumber Daya Manusia di Pendidikan? Miris lihat sumber daya manusia di pendidikan makin wisudaan banget. #SahabatBispar #PIP #Opinion #Discussion #Siswa;5;takut
@none_nona2nd Perubahan kurikulum yang sering di Indonesia memengaruhi guru dan siswa. Guru menghadapi beban kerja yang meningkat karena harus menyesuaikan metode mengajar dan silabus baru sering kali dengan pelatihan yang kurang memadai terutama di daera;5;takut
@IndonesiaJadi Efisiensi anggaran yang gak ganggu pendidikan ini kebijakan yang layak diapresiasi. Pinter banget pemerintah;7;marah
@Elektroo12_ Itu dana bos tiap sekolah banyak sisa itu kenapa gak dibagi ke guru honor sedikit anjing.. Mentri staf kepala sekolah semuanya kelakuan kayak anjing.;7;marah
Utas √∞¬ü¬ß¬µ Pendidikan/Digitalisasi Dan Teknologi: Speechless! digitalisasi dan teknologi buat pendidikan alat parah! #Indonesia #Discussion #Guru;3;terkejut
Kolaborasi pendidikan antara Telkom Indonesia dan SMA Negeri 5 Gowa dorong semangat belajar digital Sumber: https://t.co/WxH0IhH3yN Martabak Chaos Tung Aceh #MasterChef #bbtvi #telkom #pendidikan #telkomforyou #elevatingyourfuture https://t.co/J7b4N4IqFu;1;senang
@kumparan 48 Kementerian staff serta printilannya Indo banyak banget yak karna negara luas ? Negara kepulauan ? Negara dgn angka stunting tertinggi masuk 5 besar ? Negara yg tinggi penggangura ? Negara yg masih primitif ? Alokasi anggaran pun susah terbuk;7;marah
@Andiarief__ Ktk anggaran yg lindungi rezim (kabinet gemuk msl) tak dikurangi sdg anggaran yg sentuh rakyat langsung (pendidikan dan infrastruktur msl) dibatasi mk efisiensi hy ilusi belaka.;7;marah
Pendidikan disegmentasi. Menciptakan segregasi. Kesenjangan dipelopori. Sign kanan belok kiri. Efisiensi setengah hati. Saat bisa mempergunakan fasilitas tersedia guna edukasi. Apa sebenarnya yang mereka ingini? Mengadu domba anak¬≤ Ibu Pertiwi?;6;sedih
dikenakannya biaya tambahan yang tinggi dalam penyewaan fasilitas kampus seperti aula dan kurangnya transparansi dari pihak Kampus termasuk terkait efisiensi anggaran menambah pertanyaan tentang apakah Pemerintah benar-benar memprioritaskan Pendidikan Tinggi di Indonesia? https://t.co/HA0JsKUYeO;5;takut
Setuju nggak kalau Sumber Daya Manusia bikin Pendidikan makin efisien? Anjir! sumber daya manusia di pendidikan yayasan parah! #Humaniora #AdadiKompas #Discussion #Opinion #Pendidikan;2;percaya
Kabar Pendidikan: Sumber Daya Manusia — HAHA 😂! sumber daya manusia di pendidikan bupati anjir! (terkait fasilitas belajar) #IndonesiaEmas #carikerja #Opinion #Indonesia #Education;6;sedih
Bagaimana menurut kalian soal Tata Kelola Dan Koordinasi di Pendidikan? Alhamdulillah tata kelola dan koordinasi di pendidikan makin efisiensi bgt! #EfisiensiAnggaran #AdadiKompas #Opinion #Update #Guru;7;marah
Benang √∞¬ü¬ß¬µ Digitalisasi Dan Teknologi di Pendidikan: Setuju digitalisasi dan teknologi solusi strategis buat pendidikan sih. #AI #Opinion #Indonesia #Pendidikan;2;percaya
Hrsnya Wapres melakukan chek dan pemetaan ke seluruh sekolah apakah di stp sekolah perangkatnya sdh ada Kompetensi Guru utk AI sdh siap Kurikulumnya sdh diuji anggaran memadai. Jangan nanti spt Program Lapor Mas Wapres yg gak jelas juntrungannya. Jgn spt MBG yg amburadul. https://t.co/FonfCl2ScN;7;marah
IMO Pendidikan/Tata Kelola Dan Koordinasi: Alhamdulillah tata kelola dan koordinasi di pendidikan makin bahagia bgt! #PrabowoSubianto #EfisiensiUntukBangsa #Opinion #Update #Education;7;marah
@RajaJuliAntoni Bos beritahu ama bos lu lebih Danantara itu digunakan utk masyarakat yg kena PHK utk pendidikan kesehatan pembangunan daerah terpencil dan pembukaan lowongan kerja dari pada dana itu digunakan lagi sebagai lahan korupsi. Ya klu andakan tdk;6;sedih
Thread ?? Pendidikan ¬ó Pemerataan Dan Inklusivitas: bagi vina adriany pemerataan dan inklusivitas di pendidikan menurut banget #qrisbri #BRIFokusUMKM #Opinion #Indonesia #Guru;6;sedih
@LukitoHeru27316 @akuntwiter968 Makanya pak Anis punya program pendidikan gratis biar anak2 Indonesia generasi penerus nanti jadi pintar ga goblok kayak sampean;5;takut
Lewat pembiayaan koperasi bisa jangkau lebih banyak sekolah. #BRIFokusUMKM #KomitmenBRI #qrisbri https://t.co/v0YDoOeV9c;1;senang
Disaat negara lain mengembangkan teknologi dari segi apapun kita punya negara masih banyak sekolah dan gaji guru yg tidak layak. Dimulai dari segi pendidikan aja dulu. Yagasi;6;sedih
Menurut saya, Tata Kelola Dan Koordinasi di Pendidikan itu Setuju, tata kelola dan koordinasi solusi strategis buat pendidikan sih. #IndonesiaGelap #LangkahTepatEkonomiKuat #Indonesia #Opinion #Siswa;1;senang
IMO Pendidikan/Pemerataan Dan Inklusivitas: Setuju pemerataan dan inklusivitas solusi strategis buat pendidikan sih. #BRInvestasiHijau #DIGESER_UNTUK_RAKYAT #Opinion #Update #Pendidikan;2;percaya
@neVerAl0nely @Gerindra Pecat aj kepsek nya.. Itu dana BOS PIP.. Pasti d korupsi kl gx ya salah sasaran;6;sedih
IMO Pendidikan/Pemerataan Dan Inklusivitas: Speechless! pemerataan dan inklusivitas buat pendidikan kebijakan parah! #KomitmenBRI #BRInvestasiHijau #Indonesia #Opinion #Siswa;3;terkejut
Thread 🧵 Pendidikan — Tata Kelola Dan Koordinasi: Gw yakin, tata kelola dan koordinasi solusi strategis buat pendidikan banget. (terkait akses pendidikan) #pendidikan #Nusantara #Update #Indonesia #Siswa;1;senang
Chicha Koeswoyo dari Fraksi Partai Demokrasi Indonesia Perjuangan (PDI-P) DPRD Jakarta menegaskan fungsi Kartu Jakarta Pintar (KJP) Plus jangan sampai dihapus jika program sekolah swasta gratis diterapkan tahun 2025. https://t.co/BED8tkAGR2;4;netral
Pemerintah China Mengeluarkan Pedoman Umum Pendidikan AI dan Larangan Penggunaan AI Generatif di Sekolah https://t.co/rWU7asFf5I;4;netral
Menurut saya, Sumber Daya Manusia di Pendidikan itu Waduh! sumber daya manusia di pendidikan rawan risiko nih. #loker #IndonesiaEmas #Indonesia #Discussion #Siswa;4;netral
Jangan Sampai Gagal Cair! Ini Syarat Lengkap Tunjangan Sertifikasi Guru Triwulan 2 2025 https://t.co/aUOmd9UU3w;5;takut
Operator Dana BOS pada Dinas Pendidikan dan Kebudayaan (Disdikbud) Kabupaten Maluku Tengah (Malteng) Tahun 2020-2022 Frits Lukas Sopacua akhirnya jadi terpidana kasus korupsi. https://t.co/GWR98eBZdJ;6;sedih
Program sekolah swasta gratis di Jakarta sudah mulai berjalan. Total anggaran yang disiapkan sekitar Rp 90 miliar dari APBD Jakarta. https://t.co/M720Jd2vcd;3;terkejut
Kabar Pendidikan: Sarana Dan Prasarana ‚Äî Speechless! sarana dan prasarana buat pendidikan profil parah! #SekolahRakyat #MPLSRamah #Update #Indonesia #Pendidikan;2;percaya
Banyak guru kurang paham materi pelatihan nasional lemah dan mengajar dipandang sebagai profesi rendah (Jalal et al. 2009). [5/12];5;takut
@petitestardust gila gaji guru lebih tinggi dr gaji arsitek;4;netral
